641028cef84f684cbe744d16,Volvo,S80 T6,272,tr�s longue,5,5,blanc,false,50500
641028cef84f684cbe744d18,Volvo,S80 T6,272,tr�s longue,5,5,noir,false,50500
641028cef84f684cbe744d1a,Volvo,S80 T6,272,tr�s longue,5,5,rouge,false,50500
641028cef84f684cbe744d1c,Volvo,S80 T6,272,tr�s longue,5,5,gris,true,35350
641028cef84f684cbe744d1e,Volvo,S80 T6,272,tr�s longue,5,5,bleu,true,35350
641028cef84f684cbe744d20,Volvo,S80 T6,272,tr�s longue,5,5,gris,false,50500
641028cef84f684cbe744d22,Volvo,S80 T6,272,tr�s longue,5,5,bleu,false,50500
641028cef84f684cbe744d24,Volvo,S80 T6,272,tr�s longue,5,5,rouge,true,35350
641028cef84f684cbe744d26,Volvo,S80 T6,272,tr�s longue,5,5,blanc,true,35350
641028cef84f684cbe744d28,Volvo,S80 T6,272,tr�s longue,5,5,noir,true,35350
641028cef84f684cbe744d2a,Volkswagen,Touran 2.0 FSI,150,longue,7,5,rouge,false,27340
641028cef84f684cbe744d2c,Volkswagen,Touran 2.0 FSI,150,longue,7,5,gris,true,19138
641028cef84f684cbe744d2e,Volkswagen,Touran 2.0 FSI,150,longue,7,5,bleu,true,19138
641028cef84f684cbe744d30,Volkswagen,Touran 2.0 FSI,150,longue,7,5,gris,false,27340
641028cef84f684cbe744d32,Volkswagen,Touran 2.0 FSI,150,longue,7,5,bleu,false,27340
641028cef84f684cbe744d34,Volkswagen,Touran 2.0 FSI,150,longue,7,5,blanc,true,19138
641028cef84f684cbe744d36,Volkswagen,Touran 2.0 FSI,150,longue,7,5,noir,true,19138
641028cef84f684cbe744d38,Volkswagen,Touran 2.0 FSI,150,longue,7,5,rouge,true,19138
641028cef84f684cbe744d3a,Volkswagen,Touran 2.0 FSI,150,longue,7,5,blanc,false,27340
641028cef84f684cbe744d3c,Volkswagen,Touran 2.0 FSI,150,longue,7,5,noir,false,27340
641028cef84f684cbe744d3e,Volkswagen,Polo 1.2 6V,55,courte,5,3,blanc,true,8540
641028cef84f684cbe744d40,Volkswagen,Polo 1.2 6V,55,courte,5,3,blanc,false,12200
641028cef84f684cbe744d42,Volkswagen,Polo 1.2 6V,55,courte,5,3,noir,false,12200
641028cef84f684cbe744d44,Volkswagen,Polo 1.2 6V,55,courte,5,3,noir,true,8540
641028cef84f684cbe744d46,Volkswagen,Polo 1.2 6V,55,courte,5,3,bleu,true,8540
641028cef84f684cbe744d48,Volkswagen,Polo 1.2 6V,55,courte,5,3,bleu,false,12200
641028cef84f684cbe744d4a,Volkswagen,Polo 1.2 6V,55,courte,5,3,rouge,true,8540
641028cef84f684cbe744d4c,Volkswagen,Polo 1.2 6V,55,courte,5,3,rouge,false,12200
641028cef84f684cbe744d4e,Volkswagen,Polo 1.2 6V,55,courte,5,3,gris,false,12200
641028cef84f684cbe744d50,Volkswagen,Polo 1.2 6V,55,courte,5,3,gris,true,8540
641028cef84f684cbe744d52,Volkswagen,New Beatle 1.8,110,moyenne,5,5,blanc,true,18641
641028cef84f684cbe744d54,Volkswagen,New Beatle 1.8,110,moyenne,5,5,noir,true,18641
641028cef84f684cbe744d56,Volkswagen,New Beatle 1.8,110,moyenne,5,5,rouge,true,18641
641028cef84f684cbe744d58,Volkswagen,New Beatle 1.8,110,moyenne,5,5,gris,true,18641
641028cef84f684cbe744d5a,Volkswagen,New Beatle 1.8,110,moyenne,5,5,bleu,true,18641
641028cef84f684cbe744d5c,Volkswagen,New Beatle 1.8,110,moyenne,5,5,rouge,false,26630
641028cef84f684cbe744d5e,Volkswagen,New Beatle 1.8,110,moyenne,5,5,gris,false,26630
641028cef84f684cbe744d60,Volkswagen,New Beatle 1.8,110,moyenne,5,5,bleu,false,26630
641028cef84f684cbe744d62,Volkswagen,New Beatle 1.8,110,moyenne,5,5,blanc,false,26630
641028cef84f684cbe744d64,Volkswagen,New Beatle 1.8,110,moyenne,5,5,noir,false,26630
641028cef84f684cbe744d66,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,rouge,true,16029
641028cff84f684cbe744d68,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,gris,true,16029
641028cff84f684cbe744d6a,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,bleu,true,16029
641028cff84f684cbe744d6c,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,blanc,true,16029
641028cff84f684cbe744d6e,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,noir,true,16029
641028cff84f684cbe744d70,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,blanc,false,22900
641028cff84f684cbe744d72,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,noir,false,22900
641028cff84f684cbe744d74,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,bleu,false,22900
641028cff84f684cbe744d76,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,rouge,false,22900
641028cff84f684cbe744d78,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,gris,false,22900
641028cff84f684cbe744d7a,Skoda,Superb 2.8 V6,193,tr�s longue,5,5,rouge,false,31790
641028cff84f684cbe744d7c,Skoda,Superb 2.8 V6,193,tr�s longue,5,5,gris,false,31790
641028cff84f684cbe744d7e,Skoda,Superb 2.8 V6,193,tr�s longue,5,5,bleu,false,31790
641028cff84f684cbe744d80,Skoda,Superb 2.8 V6,193,tr�s longue,5,5,noir,false,31790
641028cff84f684cbe744d82,Skoda,Superb 2.8 V6,193,tr�s longue,5,5,blanc,false,31790
641028cff84f684cbe744d84,Seat,Toledo 1.6,102,longue,5,5,blanc,false,18880
641028cff84f684cbe744d86,Seat,Toledo 1.6,102,longue,5,5,noir,false,18880
641028cff84f684cbe744d88,Seat,Toledo 1.6,102,longue,5,5,rouge,false,18880
641028cff84f684cbe744d8a,Seat,Toledo 1.6,102,longue,5,5,gris,false,18880
641028cff84f684cbe744d8c,Seat,Toledo 1.6,102,longue,5,5,bleu,false,18880
641028cff84f684cbe744d8e,Saab,9.3 1.8T,150,longue,5,5,blanc,true,27020
641028cff84f684cbe744d90,Saab,9.3 1.8T,150,longue,5,5,rouge,true,27020
641028cff84f684cbe744d92,Saab,9.3 1.8T,150,longue,5,5,gris,true,27020
641028cff84f684cbe744d94,Saab,9.3 1.8T,150,longue,5,5,bleu,true,27020
641028cff84f684cbe744d96,Saab,9.3 1.8T,150,longue,5,5,noir,true,27020
641028cff84f684cbe744d98,Saab,9.3 1.8T,150,longue,5,5,gris,false,38600
641028cff84f684cbe744d9a,Saab,9.3 1.8T,150,longue,5,5,bleu,false,38600
641028cff84f684cbe744d9c,Saab,9.3 1.8T,150,longue,5,5,noir,false,38600
641028cff84f684cbe744d9e,Saab,9.3 1.8T,150,longue,5,5,rouge,false,38600
641028cff84f684cbe744da0,Saab,9.3 1.8T,150,longue,5,5,blanc,false,38600
641028cff84f684cbe744da2,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,gris,true,34440
641028cff84f684cbe744da4,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,noir,true,34440
641028cff84f684cbe744da6,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,bleu,true,34440
641028cff84f684cbe744da8,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,rouge,true,34440
641028cff84f684cbe744daa,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,blanc,true,34440
641028cff84f684cbe744dac,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,gris,false,49200
641028cff84f684cbe744dae,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,bleu,false,49200
641028cff84f684cbe744db0,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,blanc,false,49200
641028cff84f684cbe744db2,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,noir,false,49200
641028cff84f684cbe744db4,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,rouge,false,49200
641028cff84f684cbe744db6,Renault,Megane 2.0 16V,135,moyenne,5,5,gris,true,15644
641028cff84f684cbe744db8,Renault,Megane 2.0 16V,135,moyenne,5,5,bleu,true,15644
641028cff84f684cbe744dba,Renault,Megane 2.0 16V,135,moyenne,5,5,rouge,true,15644
641028cff84f684cbe744dbc,Renault,Megane 2.0 16V,135,moyenne,5,5,blanc,true,15644
641028cff84f684cbe744dbe,Renault,Megane 2.0 16V,135,moyenne,5,5,noir,true,15644
641028cff84f684cbe744dc0,Renault,Megane 2.0 16V,135,moyenne,5,5,gris,false,22350
641028cff84f684cbe744dc2,Renault,Megane 2.0 16V,135,moyenne,5,5,bleu,false,22350
641028cff84f684cbe744dc4,Renault,Megane 2.0 16V,135,moyenne,5,5,blanc,false,22350
641028cff84f684cbe744dc6,Renault,Megane 2.0 16V,135,moyenne,5,5,noir,false,22350
641028cff84f684cbe744dc8,Renault,Megane 2.0 16V,135,moyenne,5,5,rouge,false,22350
641028cff84f684cbe744dca,Renault,Laguna 2.0T,170,longue,5,5,rouge,true,19110
641028cff84f684cbe744dcc,Renault,Laguna 2.0T,170,longue,5,5,gris,true,19110
641028cff84f684cbe744dce,Renault,Laguna 2.0T,170,longue,5,5,bleu,true,19110
641028cff84f684cbe744dd0,Renault,Laguna 2.0T,170,longue,5,5,blanc,true,19110
641028cff84f684cbe744dd2,Renault,Laguna 2.0T,170,longue,5,5,noir,true,19110
641028cff84f684cbe744dd4,Renault,Laguna 2.0T,170,longue,5,5,gris,false,27300
641028cff84f684cbe744dd6,Renault,Laguna 2.0T,170,longue,5,5,bleu,false,27300
641028cff84f684cbe744dd8,Renault,Laguna 2.0T,170,longue,5,5,rouge,false,27300
641028cff84f684cbe744dda,Renault,Laguna 2.0T,170,longue,5,5,noir,false,27300
641028cff84f684cbe744ddc,Renault,Laguna 2.0T,170,longue,5,5,blanc,false,27300
